file_id,search_term,score
hg38,hg19,0.9365645269311561
hg38,hg19,0.9467483250185181
hg19,hg19,0.013640088601534761
hg38,hg19,0.9706579815856301
hg19,hg19,0.09446932836865081
hg19,hg19,0.141518263429865
hg38,hg19,0.9300412445811318
hg38,hg19,0.9519244112509354
hg19,hg19,0.08845329898895786
hg19,hg19,0.03235579526573536
hg38,hg19,0.940471493129467
hg38,hg19,0.9496590004729958
hg38,hg19,0.934281459231158
hg19,hg19,0.0
hg19,hg19,0.19232998981856758
hg19,hg19,0.07688442821055462
hg19,hg19,0.19547026078758856
hg38,hg19,1.0
hg19,hg19,0.22999327300230288
hg19,hg19,0.019065118669143746
hg19,hg19,0.09346227828807797
hg38,hg19,0.951504246709984
hg38,hg19,0.9541037249302685
hg38,hg19,0.9403518381795165
hg19,hg19,0.0014711647670547917
hg38,hg19,0.9487285822819785
hg19,hg19,0.030265879116679342
hg19,hg19,0.277762298711258
hg19,hg19,0.19214688982223277
hg19,hg19,0.06067277558756319
hg38,hg19,0.9267052865604145
hg38,hg19,0.947765091527018
hg38,hg19,0.948891891279933
hg38,hg19,0.9700296608151794
hg19,hg19,0.2407758671818539
hg38,hg19,0.9633402293786776
hg19,hg19,0.028820895019551956
hg19,hg19,0.04412405699318474
hg38,hg19,0.8660223369779988
hg19,hg19,0.1615937682471411
hg19,hg19,0.040621769955737866
hg19,hg19,0.1975872405841313
hg19,hg19,0.11967572426648627
hg38,hg19,0.9397821555435345
hg38,hg19,0.95061669546067
hg38,hg19,0.9463271982300537
hg38,hg19,0.9636686305145258
hg38,hg19,0.9532349941800303
hg19,hg19,0.32660223075183065
hg19,hg19,0.05888690245070548
hg19,hg19,0.03417377349840729
hg19,hg19,0.1292971125091409
hg38,hg19,0.9667664799040355
hg19,hg19,0.06988364749229296
hg19,hg19,0.011315617085154259
hg38,hg19,0.9512967569081329
hg38,hg19,0.923827814845053
hg19,hg19,0.193294840453605
hg38,hg19,0.9479240798847434
hg38,hg19,0.9626629430816634
hg19,hg19,0.16601278830442834
hg19,hg19,0.16843120294324382
hg38,hg19,0.9463850305245592
hg19,hg19,0.01595596344588819
hg38,hg19,0.966203147124823
hg38,hg19,0.9380366411909237
hg38,hg19,0.9864362097060654
hg19,hg19,0.2277715832777777
hg19,hg19,0.09569609008286344
hg19,hg19,0.157858214489086
hg38,hg19,0.9408786813289512
hg38,hg19,0.9589609106375642
hg19,hg19,0.2069855280696386
hg19,hg19,0.22606207785187205
hg38,hg19,0.9514235219128669
hg19,hg19,0.17790927526418843
hg38,hg19,0.965413376306454
hg38,hg19,0.9786146462095476
hg38,hg19,0.9830093525233435
hg19,hg19,0.1640573077098535
hg38,hg38,0.2914181270704253
hg38,hg38,0.24312954133413922
hg19,hg38,0.7211501257854743
hg38,hg38,0.27366775943455773
hg19,hg38,0.7103300492525987
hg19,hg38,0.6701437971990718
hg38,hg38,0.32290026339838207
hg38,hg38,0.27412195289830044
hg19,hg38,0.6848978201496837
hg19,hg38,0.7338291011337436
hg38,hg38,0.296969844519735
hg38,hg38,0.30770724306890695
hg38,hg38,0.31504476425809186
hg19,hg38,0.7165799077335386
hg19,hg38,0.6567943391624919
hg19,hg38,0.68148325597714
hg19,hg38,0.606239512194448
hg38,hg38,0.2519820587528107
hg19,hg38,0.7333925710610962
hg19,hg38,0.7440243075355423
hg19,hg38,0.6396019914841259
hg38,hg38,0.273607818216528
hg38,hg38,0.27394090222291345
hg38,hg38,0.09319399534340851
hg19,hg38,0.6720394513807886
hg38,hg38,0.2765599328938077
hg19,hg38,0.6971839822075475
hg19,hg38,0.6809258644770313
hg19,hg38,0.6721737391834113
hg19,hg38,0.7020265564526168
hg38,hg38,0.2740936940292786
hg38,hg38,0.3019319983931755
hg38,hg38,0.2828455019232736
hg38,hg38,0.2674436660547105
hg19,hg38,0.5990788133750449
hg38,hg38,0.20033122576191542
hg19,hg38,0.729975181107006
hg19,hg38,0.7011757285011524
hg38,hg38,0.27412175118381915
hg19,hg38,0.6420849284814585
hg19,hg38,0.7115173635768107
hg19,hg38,0.7108762026384923
hg19,hg38,0.6378085353980824
hg38,hg38,0.30259046125788697
hg38,hg38,0.3146638718562961
hg38,hg38,0.27168987779721354
hg38,hg38,0.2331748134409536
hg38,hg38,0.28559399958765763
hg19,hg38,0.6521898778840448
hg19,hg38,0.6941069996502277
hg19,hg38,0.732018415834845
hg19,hg38,0.6772541363052443
hg38,hg38,0.2555339609057514
hg19,hg38,0.68826652720101
hg19,hg38,0.5990231878767727
hg38,hg38,0.2813482352007613
hg38,hg38,0.2543287258855041
hg19,hg38,0.6103762211455773
hg38,hg38,0.25677612982237064
hg38,hg38,0.2445820045874607
hg19,hg38,0.6019139700044627
hg19,hg38,0.6412851792208542
hg38,hg38,0.3009310732484641
hg19,hg38,0.5571415140999367
hg38,hg38,0.26895337500879785
hg38,hg38,0.32268204795963124
hg38,hg38,0.2637381506886828
hg19,hg38,0.7709910220965149
hg19,hg38,0.6970956272619458
hg19,hg38,0.633190370197606
hg38,hg38,0.2119469562195639
hg38,hg38,0.2677485281022249
hg19,hg38,0.6620374062796753
hg19,hg38,0.64887658798092
hg38,hg38,0.240500319185932
hg19,hg38,0.7183763039960765
hg38,hg38,0.2649765532734791
hg38,hg38,0.240750403604365
hg38,hg38,0.24748580229981781
hg19,hg38,0.6419084780973036
