file_id,search_term,score
0,K562,0.8662988699556933
1,K562,0.18129217287260646
2,K562,0.9185878492542023
3,K562,0.740935796372812
4,K562,0.7749573213319423
5,K562,0.8829833424125264
6,K562,0.7872640013859236
7,K562,0.048112702288480275
8,K562,0.6708537403102177
9,K562,0.5347933433509586
10,K562,0.7305278434420168
11,K562,0.9205752077920426
12,K562,0.791278092958493
13,K562,0.38132007414287455
14,K562,0.2648108570457303
15,K562,0.7760590035652357
16,K562,0.9455049517708605
17,K562,0.2427473004648762
18,K562,0.4911546904744793
19,K562,0.2069564221210523
20,K562,0.11434916788087907
21,K562,0.20200498717725518
22,K562,0.7720562132676856
23,K562,0.8883192986067374
24,K562,0.28065888501888875
25,K562,0.9073724954833917
26,K562,0.32500732383158754
27,K562,0.7161845608833193
28,K562,0.5782346015280313
29,K562,0.8756054009133785
30,K562,0.9423870284924634
31,K562,0.8707665580454438
32,K562,0.2247935728664816
33,K562,0.22568376388336303
34,K562,0.27537101202757425
35,K562,0.20474474238097096
36,K562,0.6733628123986775
37,K562,0.6128506655185932
38,K562,0.18158383653182392
39,K562,0.7643364653008715
40,K562,0.5547352955528375
41,K562,0.2934412821875141
42,K562,0.6502887823964472
43,K562,0.8368431686327829
44,K562,0.8651482607733627
45,K562,0.9859337538013526
46,K562,0.7315812754265196
47,K562,0.32508472423057705
48,K562,0.14910149373311687
49,K562,0.3182435009557971
50,K562,0.8303111523468305
51,K562,0.8382073995974995
52,K562,0.8615091835051822
53,K562,0.15345062222862532
54,K562,0.8502309741820093
55,K562,0.9841698040003923
56,K562,0.8107556248041028
57,K562,0.3134053345986833
58,K562,0.7741285605732282
59,K562,0.7250037051494651
60,K562,0.9696838589468599
61,K562,0.9122715540833883
62,K562,0.9142842645416487
63,K562,0.2954325367609523
64,K562,0.2762695081576149
65,K562,0.7761561848110039
66,K562,0.841610059489162
67,K562,0.8455739350070175
68,K562,0.7792738086499842
69,K562,0.9590355937257733
70,K562,0.8382543861808449
71,K562,0.19624619472682842
72,K562,0.23309537880617698
73,K562,0.31104893979749854
74,K562,0.8066533922806005
75,K562,0.8615855087745079
76,K562,0.06965747779541842
77,K562,0.11230202963013369
78,K562,0.4867979902642771
0,HepG2,0.8381209144415525
1,HepG2,0.5975114465394942
2,HepG2,0.5254343895237046
3,HepG2,0.8562918490484568
4,HepG2,0.898289190417564
5,HepG2,0.8059416713721632
6,HepG2,0.6065698726029112
7,HepG2,0.6667693949263984
8,HepG2,0.0
9,HepG2,0.11257050202012292
10,HepG2,0.8174802702259336
11,HepG2,0.3907116211637817
12,HepG2,0.7005382907199329
13,HepG2,0.6489547178079025
14,HepG2,0.723733558986438
15,HepG2,0.7877500417812713
16,HepG2,0.8360907149381751
17,HepG2,0.8048737461080564
18,HepG2,0.6304546917799074
19,HepG2,0.6450276702809903
20,HepG2,0.6156533532085826
21,HepG2,0.7489481789161541
22,HepG2,0.7382865081843775
23,HepG2,0.614006549372784
24,HepG2,0.5845943522253279
25,HepG2,0.6615377264613682
26,HepG2,0.6459670626814962
27,HepG2,0.8341708150738052
28,HepG2,0.3579740139027519
29,HepG2,0.7807393861652021
30,HepG2,0.3868241849464719
31,HepG2,0.3674839911532544
32,HepG2,0.5929981277982941
33,HepG2,0.8073318997851331
34,HepG2,0.6318227794533846
35,HepG2,0.6647039679745523
36,HepG2,0.9008784186726273
37,HepG2,0.8941523536599238
38,HepG2,0.6787090322905733
39,HepG2,0.8178526714411982
