file_id,search_term,score
hg38,hg19,0.8145045643361025
hg19,hg19,0.027773677896706706
hg38,hg19,0.8000820036075466
hg19,hg19,0.033482951865075994
hg19,hg19,0.255635095433272
hg38,hg19,0.7794941497144753
hg38,hg19,0.8984299946752891
hg19,hg19,0.06759070076160933
hg38,hg19,0.793336729316891
hg19,hg19,0.08595497064063096
hg38,hg19,0.7895145889803384
hg19,hg19,0.2576484718982869
hg38,hg19,0.7890214246289257
hg38,hg19,0.6045777465148149
hg19,hg19,0.047744939082013715
hg19,hg19,0.03767941438890354
hg19,hg19,0.10644352123895084
hg38,hg19,0.7828402706440686
hg38,hg19,0.8557924423487616
hg19,hg19,0.27316385837410406
hg19,hg19,0.20913288920281958
hg19,hg19,0.31752172939798107
hg19,hg19,0.15029628287630958
hg19,hg19,0.045560548579446136
hg38,hg19,0.7898069055656464
hg38,hg19,0.779247969330194
hg19,hg19,0.0208866152427033
hg38,hg19,0.8135929721224539
hg19,hg19,0.05051082810025653
hg38,hg19,0.8412896479713358
hg19,hg19,0.0552433310061381
hg19,hg19,0.14164299743611697
hg38,hg19,0.7882363427486768
hg38,hg19,0.8055238271537718
hg38,hg19,0.8041023931071759
hg19,hg19,0.051654444587252546
hg38,hg19,0.8028933547684841
hg19,hg19,0.16469475249428311
hg19,hg19,0.12033994630458389
hg19,hg19,0.13483084232742581
hg38,hg19,0.7958811321888123
hg38,hg19,0.8591429273773147
hg19,hg19,0.043240260260982155
hg19,hg19,0.036406224515648344
hg19,hg19,0.05169878811530326
hg19,hg19,0.032889818730195586
hg19,hg19,0.2128948711638865
hg38,hg19,0.8118990175063455
hg19,hg19,0.19531746276200723
hg38,hg19,0.8800169197027404
hg38,hg19,0.8733080131989203
hg38,hg19,0.9265242534040509
hg38,hg19,0.9168213049961841
hg38,hg19,0.7630127422407113
hg38,hg19,0.7840610437664638
hg19,hg19,0.03745623837008183
hg19,hg19,0.04813212215505003
hg38,hg19,0.792660534666476
hg38,hg19,0.8731070460561096
hg19,hg19,0.03841036521150776
hg38,hg19,0.8084068107972732
hg38,hg19,0.7934061318942182
hg19,hg19,0.19974607845672399
hg38,hg19,0.8841521333671728
hg19,hg19,0.04123948991907067
hg19,hg19,0.28784855682472643
hg38,hg19,0.7994731487573029
hg19,hg19,0.19598784473440123
hg19,hg19,0.07366401317884852
hg38,hg19,0.8027294956626846
hg38,hg19,0.7986441415765783
hg19,hg19,0.08697014917477075
hg19,hg19,0.033402040083013396
hg19,hg19,0.1625317495294034
hg38,hg19,0.7940392579829681
hg19,hg19,0.049002928781729516
hg19,hg19,0.05747232084948439
hg38,hg19,0.8298170061923466
hg19,hg19,0.13921175955155918
hg19,hg19,0.1322589884332508
hg19,hg19,0.11921537075481081
hg19,hg19,0.2883238080767424
hg19,hg19,0.1082770121550859
hg38,hg19,0.8110358982352698
hg19,hg19,0.03553413195839494
hg38,hg19,0.8524968403450325
hg38,hg19,0.7868845069859035
hg38,hg19,0.7799763411673709
hg19,hg19,0.1020312498495971
hg38,hg19,0.882149319814772
hg38,hg19,0.9194622825871083
hg38,hg19,0.8097160482088214
hg38,hg19,0.8188510558270875
hg38,hg19,0.788552879129388
hg19,hg19,0.1278460175362579
hg38,hg19,0.7997201057502522
hg38,hg19,0.8888023053534096
hg38,hg19,0.8261692047339363
hg38,hg19,0.8792205323339496
hg19,hg19,0.24308403255338784
hg38,hg19,0.77003421685491
hg19,hg19,0.09808412415451895
hg19,hg19,0.09895631172651931
hg19,hg19,0.13324320332997697
hg38,hg19,0.7462168536218704
hg19,hg19,0.08247434589079095
hg19,hg19,0.03609030394484891
hg38,hg19,0.757173054833218
hg38,hg19,0.7442367602150978
hg19,hg19,0.06177401744761013
hg19,hg19,0.2495578268460451
hg19,hg19,0.05356689262683556
hg19,hg19,0.15844587775318264
hg19,hg19,0.08100416943183109
hg38,hg19,0.8397090528086412
hg19,hg19,0.12266347580482939
hg19,hg19,0.1275259564743646
hg38,hg19,0.8873423944181943
hg19,hg19,0.1197723320921873
hg19,hg19,0.16114009790410677
hg38,hg19,0.789453816949978
hg38,hg19,0.8759271231983897
hg38,hg19,0.7731674501979767
hg19,hg19,0.06687680144050856
hg38,hg19,0.8029583598637146
hg38,hg19,0.7672978813346282
hg19,hg19,0.16427160923396877
hg38,hg19,0.9077145392525573
hg19,hg19,0.2412865163511294
hg19,hg19,0.054983835325591035
hg19,hg19,0.05207604063130011
hg38,hg19,0.822076086560006
hg19,hg19,0.10953792995458234
hg19,hg19,0.17043328761625343
hg19,hg19,0.10295975120714496
hg19,hg19,0.15309035834585705
hg38,hg19,0.7861573793514959
hg19,hg19,0.11887337415333066
hg38,hg19,0.8035032042985869
hg19,hg19,0.14667846202786694
hg19,hg19,0.04655313983976239
hg19,hg19,0.17105189038544644
hg38,hg19,0.8293525516144095
hg19,hg19,0.05356850430836246
hg38,hg19,0.7881943780185382
hg38,hg19,0.8099576863637211
hg19,hg19,0.1625541123790526
hg19,hg19,0.19433101327547853
hg19,hg19,0.06361916191204209
hg19,hg19,0.05783271016706393
hg38,hg19,0.7915516543036002
hg19,hg19,0.058039784163825825
hg19,hg19,0.09109735096909743
hg19,hg19,0.06447101158800661
hg19,hg19,0.09971271545023552
hg19,hg19,0.041401007403345624
hg19,hg19,0.36923991292522185
hg38,hg19,0.793484182800216
hg19,hg19,0.13916091538817388
hg38,hg19,0.792203011831078
hg19,hg19,0.04593473186279906
hg19,hg19,0.22087846586829774
hg19,hg19,0.05292994392758055
hg19,hg19,0.05959162430648668
hg38,hg19,0.794362576895406
hg19,hg19,0.23382750872873315
hg19,hg19,0.17300155568299203
hg19,hg19,0.03510950252974754
hg38,hg19,0.8176520416296037
hg38,hg19,0.804423305536433
hg19,hg19,0.049015174187782784
hg38,hg19,0.8328183904122911
hg19,hg19,0.10828614657722058
hg38,hg19,0.6431400340235748
hg38,hg19,0.8106867900981923
hg19,hg19,0.06962828685656897
hg19,hg19,0.11099122838507458
hg19,hg19,0.050623122538795085
hg19,hg19,0.07788888453888398
hg19,hg19,0.11157732875378445
hg19,hg19,0.06864168597463971
hg38,hg19,0.8070877932564499
hg19,hg19,0.11264983686350938
hg38,hg19,0.6219022399143713
hg38,hg19,0.7919444282283677
hg19,hg19,0.034685127426629325
hg38,hg19,0.8837523541239253
