file_id,search_term,score
H3K9me3,H3K4me3,0.5304209781906815
H3K9me3,H3K4me3,0.5148982058319685
H3K36me3,H3K4me3,0.7268755122544461
H3K4me3,H3K4me3,0.08228193419067602
H3K27ac,H3K4me3,0.2762745409466079
H3K27me3,H3K4me3,0.33521087454992493
REST,H3K4me3,0.7803568236901277
H3K9me3,H3K4me3,0.7697964180636007
H2AFZ,H3K4me3,0.6576695082376105
H3K79me2,H3K4me3,0.531799158497249
H3K36me3,H3K4me3,0.7671646897111227
H3K36me3,H3K4me3,0.8090648749682318
H3K4me3,H3K4me3,0.12276924591462667
H3K27me3,H3K4me3,0.4573839605015817
H3K4me3,H3K4me3,0.24795859804751025
H4K20me1,H3K4me3,0.6276479058269417
H3K4me3,H3K4me3,0.05849544455996193
H3K27me3,H3K4me3,0.4978922823774694
H3K27me3,H3K4me3,0.6345435223363363
H3K27ac,H3K4me3,0.5812699572378982
H3K36me3,H3K4me3,0.7227395493977425
H3K36me3,H3K4me3,0.7445193641160769
H3K36me3,H3K4me3,0.6893296794760483
H3K27ac,H3K4me3,0.6807391628909604
H3K4me1,H3K4me3,0.860503988509165
H3K4me3,H3K4me3,0.07821960444326602
H2AFZ,H3K4me3,0.7560831083299343
H3K4me1,H3K4me3,0.680935022056455
POLR2AphosphoS5,H3K4me3,0.36537145438489066
H3K4me3,H3K4me3,0.09114837594658802
H3K4me3,H3K4me3,0.21176482640424643
H3K4me3,H3K4me3,0.11816073860599403
POLR2AphosphoS5,H3K4me3,0.3696626699146465
H3K4me1,H3K4me3,0.7016894916923995
REST,H3K4me3,0.5478647001668939
H3K4me3,H3K4me3,0.18034945004370956
H3K4me3,H3K4me3,0.09362818938985153
H3K4me3,H3K4me3,0.06056438426027548
H3K9me3,H3K4me3,0.8021339508188133
H3K79me2,H3K4me3,0.5183436921052125
H3K4me1,H3K4me3,0.754260821554949
H3K9me3,H3K4me3,0.493496968258585
H3K27ac,H3K4me3,0.5626434241507388
H3K36me3,H3K4me3,0.6966459815599468
EP300,H3K4me3,0.7892874646710051
H3K27ac,H3K4me3,0.6941131127661976
H3K27me3,H3K4me3,0.45430487668349384
H3K27me3,H3K4me3,0.4884578223318745
H3K36me3,H3K4me3,0.7053912500103614
H3K4me3,H3K4me3,0.09882761802020061
H2AFZ,H3K4me3,0.38054057270272057
H3K9me3,H3K4me3,0.4284610074195877
EP300,H3K4me3,0.7178329858842107
H3K27me3,H3K4me3,0.7085438791908045
H3K27me3,H3K4me3,0.5216324200481122
H3K27me3,H3K4me3,0.5798124941591082
H3K4me3,H3K4me3,0.060603810795299404
H3K4me3,H3K4me3,0.06738714720447757
POLR2A,H3K4me3,0.24407916423301684
H3K9me3,H3K4me3,0.48877103343038275
POLR2A,H3K4me3,0.2759804500306534
H3K9ac,H3K4me3,0.3548764939006068
REST,H3K4me3,0.5367148212505803
REST,H3K4me3,0.43960268327608354
H3K27me3,H3K4me3,0.36934055384732584
H3K27me3,H3K4me3,0.43484636554528455
H4K20me1,H3K4me3,0.5710214261182929
H3K4me2,H3K4me3,0.5230914529460353
H3K27ac,H3K4me3,0.49673722616899274
POLR2AphosphoS5,H3K4me3,0.6100407799846177
H3K9ac,H3K4me3,0.42332589566595064
H3K4me3,H3K4me3,0.18526730099104255
H3K27me3,H3K4me3,0.668741191475921
H2AFZ,H3K4me3,0.4918164828613668
